date,open,high,low,close,volume,ticker
2023-07-17,17400.6328125,17746.9140625,17357.34765625,17703.62890625,41658100,VPB
2023-07-19,18179.765625,18179.765625,17876.76953125,17876.76953125,28738200,VPB
2023-07-20,17833.482459077382,18179.763671875,17746.912155877977,18179.763671875,26693910,VPB
2023-07-21,18136.48046875,18569.33203125,18006.625,18526.046875,31964260,VPB
2023-07-24,18612.6171875,18958.8984375,18439.4765625,18915.61328125,27024100,VPB
2023-07-26,18872.328125,18958.8984375,18655.90234375,18915.61328125,21822170,VPB
2023-07-28,18829.04296875,19132.0390625,18699.1875,19132.0390625,22672710,VPB
2023-08-03,19002.18359375,19045.46875,18699.1875,18785.7578125,16263800,VPB
2023-08-04,18872.328125,19218.609375,18699.1875,19218.609375,19866780,VPB
2023-08-07,19435.03515625,19911.171875,19305.1796875,19608.17578125,20240880,VPB
2023-08-08,19608.17578125,19608.17578125,19218.609375,19218.609375,21426420,VPB
2023-08-09,19132.0390625,19218.609375,18785.7578125,19088.75390625,22628050,VPB
2023-08-10,19088.75390625,19088.75390625,18655.90234375,19002.18359375,22253620,VPB
2023-08-11,19002.18359375,19045.46875,18655.90234375,19045.46875,13282620,VPB
2023-08-14,18958.8984375,19045.46875,18872.328125,19002.18359375,13827460,VPB
2023-08-15,19002.18359375,19045.46875,18742.47265625,19045.46875,22397540,VPB
2023-08-16,18958.8984375,19564.890625,18742.47265625,19391.75,42588010,VPB
2023-08-17,19478.3203125,19608.17578125,19175.32421875,19175.32421875,20365200,VPB
2023-08-18,19045.46875,19088.75390625,17833.484375,17833.484375,35054920,VPB
2023-08-21,17833.484375,18179.765625,17660.34375,18006.625,16282720,VPB
2023-08-22,17963.33984375,18049.91015625,17357.34765625,17833.484375,24513410,VPB
2023-08-23,17963.33784239969,18049.90814525463,17530.486328125,17530.486328125,18701630,VPB
2023-08-24,17530.48828125,17746.9140625,17443.91796875,17746.9140625,12674530,VPB
2023-08-25,17703.62890625,17790.19921875,17314.0625,17487.203125,17288010,VPB
2023-08-28,17487.203125,17660.34375,17400.6328125,17573.7734375,16366490,VPB
2023-08-29,17617.06050003747,18093.197270308752,17530.490178169963,18049.912109375,20089540,VPB
2023-08-30,18093.1953125,18093.1953125,17833.484375,18006.625,9437604,VPB
2023-08-31,18006.625,18223.05078125,17920.0546875,18136.48046875,14936100,VPB
2023-09-05,18352.90427827381,18439.474581473216,18136.478520275297,18179.763671875,16945110,VPB
2023-09-06,18396.189502401092,18872.326171875,18093.193440008603,18872.326171875,46167300,VPB
2023-09-07,18958.8984375,19132.0390625,18785.7578125,18829.04296875,21835900,VPB
2023-09-08,18829.041020104647,18958.896475415713,18785.75586833429,18872.326171875,40790210,VPB
2023-09-11,19132.0390625,19305.1796875,18612.6171875,18958.8984375,42997300,VPB
2023-09-12,18958.8984375,19305.1796875,18785.7578125,19305.1796875,21837600,VPB
2023-09-13,19305.1796875,19521.60546875,19088.75390625,19435.03515625,31026700,VPB
2023-09-14,19391.75,19564.890625,19045.46875,19391.75,25975740,VPB
2023-09-15,19435.037100713693,19608.177743036307,19218.61129781042,19521.607421875,25670400,VPB
2023-09-18,19478.3203125,19478.3203125,18958.8984375,19175.32421875,17640000,VPB
2023-09-19,19088.75390625,19175.32421875,18699.1875,18958.8984375,38789110,VPB
2023-09-20,18872.328125,19088.75390625,18655.90234375,18958.8984375,14303830,VPB
2023-09-21,18785.7578125,18958.8984375,18742.47265625,18742.47265625,11671440,VPB
2023-09-22,18352.90819852941,18482.763681066175,18049.912072610292,18396.193359375,19848040,VPB
2023-09-25,18352.904220281864,18439.474523207722,17660.341796875,17660.341796875,14809140,VPB
2023-09-26,17833.484375,17920.0546875,17530.48828125,17703.62890625,19574730,VPB
2023-09-27,17746.912155877977,18179.763671875,17573.771549479166,18179.763671875,12776000,VPB
2023-09-28,17963.33984375,18526.046875,17790.19921875,18352.90625,13533800,VPB
2023-09-29,18439.4765625,18785.7578125,18266.3359375,18785.7578125,10579620,VPB
2023-10-02,18699.185564793577,18872.326171875,18526.044957712158,18872.326171875,11272930,VPB
2023-10-03,18612.615187872023,18699.18549107143,17920.052762276788,18179.763671875,13701900,VPB
2023-10-04,17746.912155877977,18396.189429873513,17746.912155877977,18179.763671875,6975100,VPB
2023-10-05,18093.1953125,18266.3359375,18006.625,18006.625,8948000,VPB
2023-10-06,18136.48046875,18223.05078125,17920.0546875,18136.48046875,13211000,VPB
2023-10-09,18179.765625,18526.046875,17963.33984375,18526.046875,13973900,VPB
2023-10-10,18482.76171875,18699.1875,18439.4765625,18699.1875,11693200,VPB
2023-10-11,18699.185564793577,18872.326171875,18526.044957712158,18872.326171875,9126501,VPB
2023-10-12,18958.8984375,18958.8984375,18699.1875,18915.61328125,11649300,VPB
2023-10-13,18742.47265625,19045.46875,18526.046875,19002.18359375,14714000,VPB
2023-10-16,18785.759696180554,19478.322265625,18785.759696180554,19478.322265625,26096800,VPB
2023-10-17,19435.03515625,19651.4609375,19218.609375,19651.4609375,28839900,VPB
2023-10-18,19478.322265625,20041.02935329861,18829.044856770834,19478.322265625,42138000,VPB
2023-10-19,19218.609375,19391.75,18569.33203125,18569.33203125,12570700,VPB
2023-10-20,18699.1875,19132.0390625,18569.33203125,18699.1875,10805700,VPB
2023-10-23,18699.18549584323,18785.755799064726,17920.052766849763,18223.048828125,14445800,VPB
2023-10-24,18049.908221682006,18526.044889400237,18049.908221682006,18223.048828125,7269700,VPB
2023-10-25,18223.048823474703,18396.189429873513,18093.193368675595,18179.763671875,15340700,VPB
2023-10-26,17920.0546875,18049.91015625,16924.49609375,17487.203125,23063600,VPB
2023-10-27,17487.203125,17746.9140625,17227.4921875,17487.203125,20476100,VPB
2023-10-30,17314.0644629397,17443.919946411745,17140.9238183103,17227.494140625,15762900,VPB
2023-10-31,17140.92380859375,17357.34961425781,16924.498002929686,17314.064453125,12339300,VPB
2023-11-01,17314.0625,17400.6328125,17140.921875,17140.921875,10243800,VPB
2023-11-02,17270.77734375,17660.34375,17184.20703125,17573.7734375,8439200,VPB
2023-11-03,17703.62890625,17746.9140625,17140.921875,17140.921875,21807500,VPB
2023-11-06,17487.203125,18049.91015625,17487.203125,18006.625,12293300,VPB
2023-11-07,18093.197284495775,18266.337928366545,17920.056640625,17920.056640625,12571900,VPB
2023-11-08,18006.625,18482.76171875,17833.484375,18482.76171875,32524750,VPB
2023-11-09,18618.996875,18664.4090625,18164.875,18164.875,16302100,VPB
2023-11-10,18074.053328804348,18074.053328804348,17756.16796875,17756.16796875,30220910,VPB
2023-11-13,17756.166585286457,17892.403157552082,17302.044677734375,17438.28125,10905440,VPB
2023-11-14,17619.92936862245,18164.875637755104,17529.104990433672,17801.578125,13113100,VPB
2023-11-15,18074.0507029292,18301.111641408206,17983.22632753759,18119.462890625,17930900,VPB
2023-11-16,17937.814217572235,18164.875157035178,17937.814217572235,18074.05078125,12304000,VPB
2023-11-17,18164.87613341969,18164.87613341969,17256.632326748706,17529.10546875,21827000,VPB
2023-11-20,17165.809525240387,18074.053415464743,17120.397330729167,17710.755859375,20209100,VPB
2023-11-21,17801.57804548346,18074.0511788327,17710.75366770038,17846.990234375,33669600,VPB
2023-11-22,17846.990234375,17937.81461215808,17619.9292899173,17846.990234375,38807210,VPB
2023-11-23,17892.40324126958,17937.815432237272,17392.869140625,17392.869140625,13461980,VPB
2023-11-24,17392.86905924479,17619.930013020832,17256.632486979164,17438.28125,12505900,VPB
2023-11-27,17483.693440755207,17665.34220377604,17392.86905924479,17438.28125,9357701,VPB
2023-11-28,17438.28100775194,17665.34195837371,17302.044437378878,17574.517578125,12768500,VPB
2023-11-29,17619.929931006496,17619.929931006496,17483.693359375,17483.693359375,8653600,VPB
2023-11-30,17438.281413612567,17665.34236951898,17347.45703125,17347.45703125,9675000,VPB
2023-12-01,17438.281088082902,17574.51765908355,17302.044517082253,17529.10546875,6721900,VPB
2023-12-04,17529.10708133013,17801.580248397437,17483.69488681891,17710.755859375,15020300,VPB
2023-12-05,17710.754477398827,17756.166668366517,17392.869140625,17392.869140625,17250000,VPB
2023-12-06,17483.695055774806,17665.343835575066,17392.870665874678,17619.931640625,13820000,VPB
2023-12-07,17619.9292899173,17846.990234375,17392.868345459607,17846.990234375,22918000,VPB
2023-12-08,17846.99031409439,17892.402503188776,17529.104990433672,17801.578125,14187400,VPB
2023-12-11,17710.756030525128,17801.580420425256,17438.282860824744,17619.931640625,18960580,VPB
2023-12-12,17619.931555269923,17665.34375,17438.282776349613,17665.34375,8860800,VPB
2023-12-13,17574.517822265625,17619.930013020832,17347.456868489582,17438.28125,12718800,VPB
2023-12-14,17438.281578947368,17529.105962171052,17211.220620888158,17256.6328125,13622990,VPB
2023-12-15,17256.633313836897,17347.457699699196,16938.74796331885,16984.16015625,16637300,VPB
2023-12-18,16938.748471467392,16984.160665760868,16393.802139945652,16711.6875,27930100,VPB
2023-12-19,16439.214502219947,16620.86328125,16348.39011270492,16620.86328125,17782200,VPB
2023-12-20,16620.863366866437,16666.275561857878,16393.802391909245,16575.451171875,9647000,VPB
2023-12-21,16530.0390625,16575.451257726647,16348.390281593405,16530.0390625,18012700,VPB
2023-12-22,16530.039148588156,16666.27573497762,16393.802562198693,16484.626953125,12434500,VPB
2023-12-25,16575.448822846283,16802.509765625,16575.448822846283,16802.509765625,11925100,VPB
2023-12-26,16802.509765625,16847.921954180743,16575.448822846283,16802.509765625,13082900,VPB
2023-12-27,16802.509765625,16893.334142736487,16666.27319995777,16802.509765625,25301300,VPB
2023-12-28,16802.51122007979,17074.984375,16757.099027593085,17074.984375,21754000,VPB
2023-12-29,17074.983723958332,17438.28125,16984.159342447914,17438.28125,33844400,VPB
2024-01-02,17438.281830238728,17438.281830238728,17120.396484375,17120.396484375,10134100,VPB
2024-01-03,17120.396075343586,17347.45703125,16938.747310618455,17347.45703125,9800900,VPB
2024-01-04,17392.868817627586,17846.990718871126,17211.22005713017,17574.517578125,26501300,VPB
2024-01-05,17574.517822265625,17665.34220377604,17347.456868489582,17438.28125,11336800,VPB
2024-01-08,17529.105549918833,17619.929931006496,17392.868978287337,17483.693359375,17842800,VPB
2024-01-09,17483.69352256038,17574.51790449576,17347.456949657313,17392.869140625,9056500,VPB
2024-01-10,17347.456234056124,17937.814692283162,17347.456234056124,17801.578125,35009400,VPB
2024-01-11,17983.22680104962,18028.63898994116,17756.16585659192,17846.990234375,32937600,VPB
2024-01-12,17665.34147880884,17937.81461215808,17529.104912134222,17846.990234375,25120500,VPB
2024-01-15,17983.227289244187,17983.227289244187,17574.517578125,17574.517578125,11340300,VPB
2024-01-16,17529.107165809768,17665.34375,17438.282776349613,17665.34375,12899500,VPB
2024-01-17,17665.34203975065,17756.166420417747,17483.693278416453,17529.10546875,13909200,VPB
2024-01-19,17756.16577768084,17937.81453243972,17756.16577768084,17892.40234375,23440100,VPB
2024-01-22,18028.63875078914,18119.463127367424,17892.402185921717,17983.2265625,16135000,VPB
2024-01-23,18028.63890981916,18074.051098508884,17846.990155060277,17892.40234375,12331900,VPB
2024-01-24,17892.40242326654,17983.22680104962,17756.16585659192,17846.990234375,9496900,VPB
2024-01-25,17846.990234375,17892.40242326654,17756.16585659192,17846.990234375,6922000,VPB
2024-01-26,17892.402264636075,17937.814453125,17846.99007614715,17937.814453125,7546300,VPB
2024-01-29,17937.814453125,17937.814453125,17756.1656991693,17937.814453125,4889600,VPB
