date,close,high,low,open,volume,ticker
2020-01-02,92107.578125,93752.35630580358,92107.578125,93752.35630580358,147200,SAB
2020-01-03,92354.296875,93341.16380509795,92107.58014247552,92107.58014247552,35180,SAB
2020-01-06,92025.3359375,92313.17210888628,91490.7830477826,91696.38031305853,667700,SAB
2020-01-07,92107.578125,92477.65321568081,91531.90576171875,91531.90576171875,407160,SAB
2020-01-08,91778.6171875,92313.17006538418,91531.90047463037,92313.17006538418,61220,SAB
2020-01-09,93341.1640625,93711.23916230728,90873.99673045154,91285.19128579296,308060,SAB
2020-01-10,96013.921875,96425.11640123127,93341.15745449679,93341.15745449679,347540,SAB
2020-01-13,96178.3984375,96754.07076675395,96013.92062914174,96013.92062914174,45180,SAB
2020-01-14,95808.328125,96178.40321217812,95397.13358369099,95397.13358369099,18680,SAB
2020-01-15,96219.515625,96425.11288060897,95808.32111378205,95808.32111378205,125080,SAB
2020-01-16,95931.6875,96589.598773039,95808.32913630518,95808.32913630518,118540,SAB
2020-01-17,96425.109375,96425.109375,95808.31763059701,95931.67597947762,25160,SAB
2020-01-20,97041.9140625,97041.9140625,95808.33040916314,95808.33040916314,74340,SAB
2020-01-21,95808.328125,97041.91174892704,95808.328125,97041.91174892704,369080,SAB
2020-01-22,95602.7265625,97041.9073924731,95027.05423051075,95808.32382392473,80620,SAB
2020-01-30,89640.4140625,95150.42116542431,89640.4140625,95150.42116542431,116280,SAB
2020-01-31,87173.2421875,92765.48791273586,83883.68587853774,87173.2421875,189460,SAB
2020-02-03,85898.53125,87173.23420296793,81087.55558879847,81087.55558879847,367760,SAB
2020-02-04,83472.484375,85898.53195043103,82238.90086206897,85898.53195043103,334280,SAB
2020-02-05,79771.7421875,83472.49311372422,79771.7421875,83472.49311372422,2839740,SAB
2020-02-06,78126.96875,81827.7199013158,77839.1325493421,79771.74703947369,708400,SAB
2020-02-07,80182.9375,81827.71570512821,78538.1592948718,78949.35384615384,495900,SAB
2020-02-10,80182.9375,81827.71570512821,80182.9375,81827.71570512821,357140,SAB
2020-02-11,79771.7421875,80182.93673485825,79771.7421875,80182.93673485825,94600,SAB
2020-02-12,78538.15625,80553.00947316753,78538.15625,80553.00947316753,675540,SAB
2020-02-13,78538.15625,78867.11187827225,77304.57264397906,78867.11187827225,293540,SAB
2020-02-14,78044.7265625,79360.54913889621,77756.89037391332,79319.42968338382,721200,SAB
2020-02-17,76482.1796875,78126.9577452957,76482.1796875,78044.71884240591,410380,SAB
2020-02-18,73192.625,75248.59761235955,73192.625,75043.0003511236,751000,SAB
2020-02-19,73192.625,74015.01404494382,71959.04143258427,72781.43047752809,545920,SAB
2020-02-20,74015.015625,74220.612890625,73562.701640625,74015.015625,667740,SAB
2020-02-21,74261.7265625,74672.92106173864,74015.00986295681,74015.00986295681,514760,SAB
2020-02-24,73192.625,74097.2529494382,72822.54992977528,74097.2529494382,1297640,SAB
2020-02-25,73192.625,74015.01404494382,72534.71376404495,74015.01404494382,32460,SAB
2020-02-26,72781.4296875,73768.29653072034,72452.47407309322,73768.29653072034,497920,SAB
2020-02-27,71218.8984375,72863.67669240762,71218.8984375,72781.43777966224,154600,SAB
