date,close,high,low,open,volume,ticker
2020-01-02,39745.23046875,39836.180652889016,39108.57917977689,39335.95464012443,1303579,PNJ
2020-01-03,39472.37890625,40109.030178931454,39154.05326990927,39972.604906214,1319738,PNJ
2020-01-06,39017.62109375,39927.12275094697,39017.62109375,39426.89683948864,1536739,PNJ
2020-01-07,39517.8515625,39563.32665060414,38653.82488852129,39108.57576956272,1810345,PNJ
2020-01-08,38699.30859375,39608.81055835047,38244.55761144977,39563.33546012045,2177758,PNJ
2020-01-09,39199.52734375,39608.803151283355,38926.67680539443,39154.05225402407,2885858,PNJ
2020-01-10,40245.45703125,40336.407216631356,39335.95517743644,39335.95517743644,3331718,PNJ
2020-01-13,40472.8359375,40654.73632373595,40063.5600684691,40199.98535814607,1782724,PNJ
2020-01-14,40427.35546875,40472.83055926603,40199.98001616986,40427.35546875,971119,PNJ
2020-01-15,40927.578125,41200.42864583333,40245.451822916664,40290.92690972222,2351479,PNJ
2020-01-16,40882.109375,41200.43503197998,40745.68409343716,41064.009750417135,1258579,PNJ
2020-01-17,41245.91015625,41336.860344025634,40791.15921737183,40927.584499035285,1476478,PNJ
2020-01-20,41837.08203125,42018.98238790761,41382.33113960597,41382.33113960597,1637918,PNJ
2020-01-21,41382.33203125,42064.45838341346,41382.33203125,42018.98329326923,1444838,PNJ
2020-01-22,41518.75390625,41791.60442480148,41109.47812842279,41382.32864697426,1592779,PNJ
2020-01-30,39881.66015625,41291.388166334094,38744.78272876283,41200.43797213512,2596579,PNJ
2020-01-31,38335.5,40154.50355871886,38199.07473309608,39563.327402135226,4675399,PNJ
2020-02-03,37653.375,38199.07608695652,36198.17210144927,36380.07246376811,2906218,PNJ
2020-02-04,38199.078125,38380.97849702381,37516.95172991072,37744.32719494048,1625059,PNJ
2020-02-05,37607.90234375,38608.35440126209,37562.42725022673,38335.50384012243,1297718,PNJ
2020-02-06,38153.6015625,38199.07665375447,37562.425376191895,37607.900467446365,1773679,PNJ
2020-02-07,37562.42578125,38199.077065677964,37426.000506015436,38199.077065677964,1906678,PNJ
2020-02-10,37062.1953125,37471.471088957056,36834.819881134965,37289.57074386503,1181839,PNJ
2020-02-11,37062.1953125,37380.52091641104,37062.1953125,37289.57074386503,810499,PNJ
2020-02-12,37516.94921875,38153.6004782197,37153.14849905303,37380.523948863636,1245218,PNJ
2020-02-13,37516.94921875,37744.32466856061,37244.09867897727,37516.94921875,769399,PNJ
2020-02-14,37607.90234375,37653.37743727328,37380.52687613362,37516.952156703446,594379,PNJ
2020-02-17,37471.4765625,37744.32711999393,37380.52637666869,37516.95165541566,686438,PNJ
2020-02-18,38062.65234375,38335.502898185485,37471.47614247312,37562.42632728495,1319779,PNJ
2020-02-19,38881.203125,38881.203125,38062.65148026316,38062.65148026316,1384898,PNJ
2020-02-20,38790.25390625,39290.47992379836,38517.40335122362,39290.47992379836,879859,PNJ
2020-02-21,38108.125,38881.201521479714,37971.69973150358,38744.77625298329,1364059,PNJ
2020-02-24,36925.76953125,37607.895815694275,36925.76953125,37335.045301916565,2800399,PNJ
2020-02-25,37744.328125,37744.328125,36834.82624246988,36834.82624246988,1550818,PNJ
2020-02-26,37744.328125,38108.128878012045,37198.62699548193,37289.57718373494,1464478,PNJ
2020-02-27,37971.70703125,38017.18212949102,37653.381343562876,37744.33154004491,910999,PNJ
2020-02-28,37153.1484375,37516.949156594244,37107.67334761322,37289.57370716034,911779,PNJ
2020-03-02,37107.671875,37471.47257965687,37016.72169883578,37153.14696308211,1030238,PNJ
2020-03-03,37289.5703125,37562.42082698171,37107.66996951219,37562.42082698171,780319,PNJ
2020-03-04,37380.52734375,37380.52734375,37107.67677919708,37198.62696738139,2281024,PNJ
2020-03-05,37153.1484375,37607.89933636781,37153.1484375,37562.42424648103,636898,PNJ
2020-03-06,36698.3984375,37153.149347506194,36471.0229824969,37062.19916550496,1341679,PNJ
2020-03-09,34151.79296875,35470.5705933755,34151.79296875,34197.268059254326,2491558,PNJ
2020-03-10,33515.140625,34242.74204969471,32287.31322082768,32287.31322082768,1306939,PNJ
2020-03-11,31195.91015625,33878.94033003827,31195.91015625,33878.94033003827,3120778,PNJ
2020-03-12,29013.107421875,29104.05760188088,29013.107421875,29013.107421875,1132658,PNJ
2020-03-13,28012.654296875,28512.880266462053,27012.20235770089,27012.20235770089,3216458,PNJ
2020-03-16,26057.228515625,27512.431504281198,26057.228515625,27512.431504281198,2216078,PNJ
2020-03-17,25920.798828125,25920.798828125,24238.22065858004,24238.22065858004,2863898,PNJ
2020-03-18,26102.701171875,26602.927152520686,25920.800815276565,25920.800815276565,3551419,PNJ
2020-03-19,24738.44921875,25693.42611873851,24556.548856847425,25693.42611873851,1174438,PNJ
2020-03-20,25011.30078125,25056.775873579543,24283.69930397727,24556.549857954546,3026144,PNJ
2020-03-23,23283.24609375,24101.7977142334,23283.24609375,24101.7977142334,3485395,PNJ
2020-03-24,23374.19921875,23874.425272069555,22873.97316543045,23419.674314506323,1880899,PNJ
2020-03-25,24965.82421875,24965.82421875,24101.797515368853,24511.073322233606,3145639,PNJ
2020-03-26,24465.59765625,25647.94995934015,24465.59765625,25011.298719214683,2483839,PNJ
2020-03-27,23601.572265625,24783.924633459777,23237.771537060453,24602.024269177506,3212239,PNJ
2020-03-30,21964.46875,22737.545289855072,21964.46875,21964.46875,3734620,PNJ
2020-03-31,21327.818359375,22646.596040445096,20463.79160281183,21964.4696536847,1311739,PNJ
2020-04-01,22100.89453125,22328.269989390432,20509.266324266973,20509.266324266973,1091239,PNJ
2020-04-03,23601.572265625,23647.04735669557,22373.744806719653,22510.17007993136,1916138,PNJ
2020-04-06,25238.67578125,25238.67578125,24147.273585304054,24829.39995777027,2634878,PNJ
2020-04-07,25920.798828125,26057.22408511513,25011.297114857454,25466.047971491225,2769979,PNJ
2020-04-08,25557.001953125,25693.427230454847,24692.975196702624,24692.975196702624,2027719,PNJ
2020-04-09,26375.552734375,27239.57946188039,25557.001097790948,25557.001097790948,2689459,PNJ
2020-04-10,26193.65234375,26739.35343424479,25511.525980631508,26375.552707248262,1895918,PNJ
2020-04-13,26193.65234375,27012.203979492188,25784.376525878906,26193.65234375,1641298,PNJ
2020-04-14,26148.177734375,26557.45355978261,25693.426817255437,26557.45355978261,1480759,PNJ
2020-04-15,26921.255859375,27012.206048089105,26284.60453837627,26284.60453837627,1595698,PNJ
2020-04-16,26830.302734375,27057.678181276486,26148.176393670554,26739.35255561441,1243519,PNJ
2020-04-17,27148.630859375,27512.43160790934,27012.205578674624,27194.105952941794,2477138,PNJ
2020-04-20,27376.00390625,27830.754801702657,27057.678279433138,27739.804622612126,2976638,PNJ
2020-04-21,26330.078125,27376.005235319517,25875.327207469774,27057.679593048357,2629778,PNJ
2020-04-22,26739.353515625,26784.82860663797,25557.00114928784,25557.00114928784,2206219,PNJ
2020-04-23,27012.205078125,27557.906190814396,26830.304707228537,27512.431098090277,1535338,PNJ
2020-04-24,27057.677734375,27148.627911633404,26875.777379858195,27103.152823004202,868279,PNJ
2020-04-27,26375.552734375,27376.004734644397,26375.552734375,27285.054552801725,1864939,PNJ
2020-04-28,26011.75,26557.451048951047,25920.799825174825,26375.5506993007,1662838,PNJ
2020-04-29,25875.32421875,26102.699651252195,25784.37404574912,26011.749478251317,2781205,PNJ
2020-05-04,25693.42578125,26375.55212942478,25557.000511615046,25829.851050884958,548978,PNJ
2020-05-05,25466.05078125,25966.27677873884,25329.625509207588,25829.85150669643,1884118,PNJ
2020-05-06,25693.42578125,25829.851050884958,25466.05033185841,25466.05033185841,2250478,PNJ
2020-05-07,26148.177734375,26193.652826086956,25829.852092391306,25920.80227581522,2003899,PNJ
2020-05-08,26466.5,27057.67611683849,26330.074742268043,26375.549828178697,3037918,PNJ
2020-05-11,27148.630859375,27239.581046508585,26511.979549439908,26739.35501727387,2463679,PNJ
2020-05-12,29013.107421875,29013.107421875,26693.87783172512,27148.628731754507,6362698,PNJ
2020-05-13,29513.33203125,29786.182558503468,28194.554482858242,29104.0562403698,3321859,PNJ
2020-05-14,28922.158203125,29513.334392811517,28785.732928581958,29013.108386153694,2801558,PNJ
2020-05-15,28194.55859375,29058.58538936492,27967.183121219758,29013.11029485887,2762119,PNJ
2020-05-18,28876.68359375,29104.059055118112,27967.18174827756,28103.607025098427,1571618,PNJ
2020-05-19,29240.482421875,29695.233314905716,28876.68170745043,29240.482421875,2154818,PNJ
2020-05-20,29104.056640625,29285.956994628905,28831.20610961914,28922.156286621095,1722938,PNJ
2020-05-21,29104.056640625,29104.056640625,28649.305755615234,28922.156286621095,2761598,PNJ
2020-05-22,28740.2578125,28967.633269877373,28558.3574465981,28922.1581784019,1771279,PNJ
2020-05-25,29104.056640625,29240.48190612793,28876.681198120117,28876.681198120117,1818698,PNJ
2020-05-26,29195.005859375,29467.856381425234,29058.580598349883,29285.956033391743,2496098,PNJ
2020-05-27,28649.3046875,29558.80642361111,28649.3046875,29331.430989583332,2936798,PNJ
2020-05-28,28512.880859375,28694.78121573465,28285.50541392544,28421.930681195176,2392699,PNJ
2020-05-29,28694.783203125,29104.059033280508,28240.032280729993,28421.932649687995,1928059,PNJ
2020-06-01,29058.583984375,29240.484353604264,28785.7334305311,28831.208522838417,1460158,PNJ
2020-06-02,28740.2578125,29104.058544303796,28740.2578125,29104.058544303796,2042438,PNJ
2020-06-03,28831.20703125,29013.107391068614,28694.781761386042,28785.731941295347,1885699,PNJ
2020-06-04,28967.6328125,29104.05808477237,28831.207540227628,29013.107903257456,2561959,PNJ
2020-06-05,28967.6328125,28967.6328125,28831.207540227628,28922.15772174254,1512199,PNJ
2020-06-08,30059.03515625,30104.510247257942,29149.533336091146,29149.533336091146,5182411,PNJ
2020-06-09,29786.181640625,30331.88267831584,29467.856035305344,30286.407591841602,1482478,PNJ
2020-06-10,29558.806640625,29831.65716346154,29104.05576923077,29786.182076322115,2084078,PNJ
2020-06-11,27512.4296875,29558.80875516529,27512.4296875,29376.90839359504,4001338,PNJ
2020-06-12,27057.677734375,27285.053177521007,25920.80051864496,25920.80051864496,2651359,PNJ
2020-06-15,26011.75,27194.102272727272,25920.799825174825,27103.152097902097,1664018,PNJ
2020-06-16,26739.353515625,26739.353515625,26148.17733245642,26739.353515625,1123399,PNJ
2020-06-17,26511.974609375,26830.300205027874,26421.024439188466,26739.350034841336,595258,PNJ
2020-06-18,26466.5,26466.5,26102.69931271478,26375.549828178697,601418,PNJ
2020-06-19,26875.779296875,26921.254388747886,26421.02837814615,26421.02837814615,5162998,PNJ
2020-06-22,26875.779296875,27103.154756239426,26739.354021256346,27012.204572493658,901838,PNJ
2020-06-23,27194.10546875,27512.43111804975,26875.77981945025,27057.680190478677,3027158,PNJ
2020-06-24,27466.953125,27739.80365273179,27103.152421357616,27739.80365273179,757418,PNJ
2020-06-25,27103.15234375,27285.052695050337,26830.301816799496,26830.301816799496,645238,PNJ
2020-06-26,27103.15234375,27466.95304635067,26830.301816799496,27466.95304635067,804418,PNJ
2020-06-29,26148.177734375,26830.30411005435,25920.80227581522,26830.30411005435,1223798,PNJ
2020-06-30,26102.701171875,26511.97697422147,25647.95028037892,26193.651350174216,804958,PNJ
2020-07-01,26648.404296875,26921.254852815702,26102.703184993603,26102.703184993603,698978,PNJ
2020-07-02,26693.87890625,26830.304181750427,26375.553263415673,26602.928722583052,582158,PNJ
2020-07-03,26648.404296875,26784.82957484535,26648.404296875,26693.879389531783,499298,PNJ
2020-07-06,27057.677734375,27194.103000262607,26739.352113970588,26875.777379858195,1979479,PNJ
2020-07-07,27012.205078125,27285.055634469696,27012.205078125,27285.055634469696,750319,PNJ
2020-07-08,26921.255859375,27057.681142446156,26830.305670660895,27012.206048089105,557198,PNJ
2020-07-09,27557.90234375,27603.377430125824,26966.72622086427,27103.15147999175,1772558,PNJ
2020-07-10,27239.58203125,27512.432602514607,27103.156745617696,27330.532221671536,656138,PNJ
2020-07-13,26966.728515625,27466.954508326307,26966.728515625,27285.054147344013,877018,PNJ
2020-07-14,26966.728515625,27012.203605870574,26648.402883905987,26875.778335133855,650779,PNJ
2020-07-15,27376.00390625,27466.95408534053,27148.62845852367,27239.578637614202,2940019,PNJ
2020-07-16,27512.4296875,27512.4296875,27148.628964359505,27512.4296875,879679,PNJ
2020-07-17,27466.953125,27466.953125,27285.05277317881,27421.478037044704,617518,PNJ
2020-07-20,27012.205078125,27466.956005366163,27012.205078125,27421.480912642044,707318,PNJ
2020-07-21,27012.205078125,27194.105449021466,26830.304707228537,27194.105449021466,425158,PNJ
2020-07-22,26648.404296875,27012.20503812927,26602.929204218217,27012.20503812927,1512998,PNJ
